Через какую реку был построен первый упомянутый в литературных источниках мост, который является прообразом разводного? Опоры моста были каменными, а деревянный настил убирался на ночь для хранения.;Евфрат
Какая наука изучает действительные холодные места на Земле, источники холода и описывает их происхождение.;Криогеника
Святитель Григорий Богослов говорил: Первый брак - закон, второй - понуже прощения слабости ради человеческая, третий - законопреступление, а четвертый - ...?;Бесчестье
Убив эту птицу, моряк из стихотворения Сэмюэла Кольриджа Навлек проклятие на себя и корабль;Альбатрос
Раньше в этом щеголяли гусары, а теперь красуются модницы.;Лосины
В день какой святой на Руси начинали мять льны, готовить их для пряжи? В этот день лен приносили в церковь для освящения, в этот день зимней работы, в первую очередь готовились к пряжам. О какой святой идет речь?;Параскева
Как звали сына Одиссея и Пенелопы?;Телемах
Что крестьяне сажали в огороде, одевшись в рваную одежду и плотно убрав волосы?;Капуста
На опунции, произрастающей в Мексике, в изобилии размножается эта полезнейшая тля.;Кошениль
Какое растение, по легенде посадил Ной, полив его сначала кровью птицы, потом львиной кровью, а затем кровью свиньи?;Виноград
Английский город в котором расположен большое портовое соединение основанное в 1880 году.;Ливерпуль
Охлаждающий, фруктовый напиток с соком выполненный в блендере. Также в него иногда добавляют орехи.;Смузи
Какой город является столицей Непала?;Катманду
Какой вид спорта, с целью его пропаганды, в исполнении команд Москвы и Днепропетровска, был представлен в 1934 году на сцене Большого театра в Москве?;Воаейбоа
Только в этом обезьяньем семействе есть гусары.;Мартышки
Кому принадлежат слова: Странно, зачем новый год начинается в холодное время. Разве не лучше начинать светлой и ясной весной?;Овидий
Какое бинарное неорганическое соединение необходимо для получения водорода в качестве топлива?;Вода
Какой музыкальный инструмент во Франции в конце 17 века первоначально использовался для обучения певчих птиц?;Шарманка
Назовите регион Франции, который является самым старым и исторически важным для страны.;Бретань
Как называется цветное половое покрытие используемое в домах Казахстана?;Сырмак
На Руси этим словом называли хлопчатобумажный войлок, а вовсе не кошелек.;Бумажник
В какой траве чаще всего преобладает ягода брусника. Эта трава также растет по краям ручьев?;Багульник
Кто из европейцев первым построил книгопечатный станок?;Гуттенберг
Гитарист группы Queen Брайн Мэй использовал вместо этого шестипенсовую монету.;Медиатор
Какой корабль вначале ходил под парусами, а в дальнейшем на него установили паровой двигатель. Данное судно было востребовано в 1850 году во время золотой лихорадки.;Клипер
Большая река в Аргентине, длина ее составляет более 800 километров.;Гуалегуай
На момент рождения он был Ленинградским театром миниатюр.;Сатирикон
Под чьей властью оказывалась обетованная земля в 586 годах до н.э. В наше время эта страна называется Израиль.;Вавилон
Вождя племени чероки переименовали в Джорджа Гесса, а это его индейское имя дали дереву.;Секвойя
Знаменитый Американский актер, снимающийся в основном в гонках или боевиках, а также имеет премию телеканала MTV?;Дизель
Благодаря этому, компьютер узнает какое устройство было к нему подключено.;Драйвер
Вопрос на Второй тур для химиковАтомы какого химического вещества среди всех атомов химических элементов имеют наименьший вес?;Водород
По народным приметам, 12 января на Анисью рождались люди именно этой профессии. О какой профессии идет речь?;Охотник
Этот предмет с громким названием Шкура дракона полевых испытаний не прошел, и Пентагон от Шкуры отказался.;Бронежилет
Дьердь Лигети написал симфоническую поэму для ста этих инструментов, хотя обычно музыканты используют их в ином качестве.;Метроном
Как называется плоский парк перед дворцом?;Партер
В 19 веке этот прибор описывался так: внушительных размеров бочка, внутренняя поверхность и дно рифленое, сверху массивная крышка, снизу кран, внутри бака крестовина с лопастями, которая вращается при помощи рычага, представляющего собой длинную, в рост человека палку, наклоняемую то в одну сторону то в другую сторону. Для чего этот прибор нужен?;Стирка
Фамилия женщины, которая впервые в истории Стокгольмского университета стала профессором;Ковалевская
Третий тур занес автомобильный вопрос в этом раундеРезиденция главного офиса BMW находится именно в этом городе. Также он является экономическим центром своей страны?;Мюнхен
Что Оскар Уайлд называл отличной игрой для грубых девчонок, но совершенно не подходящей игрой для деликатных мальчишек?;Футбол
При строительстве этого дворцового комплекса Петр 1 намеревался превзойти Версаль.;Петергоф
Город в Месопотамии, которые в переводе дословно обозначает врата богов.;Вавилон
Как в Японии называется самая длинная железная дорога между различными городами?;Синкансэн
Какую рыбу называют морской щукой за внешность, а морским тигром за характер?;Барракуда
Людям этой профессии был в первые в мире установлен памятник. Что за профессия?;Водолаз
Когда в старину находили источник, прежде всего очищали от сора. А что вешали рядом с ним на дереве?;Икона
Такая баня существовала у инков и существует у нас на Урале. Что является основной ее частью?;Стог
Скажите по-малайски лесной человек;Орангутан
Название химического элемента, название которого с древнегреческого означает луна.;Селен
Как называется организм или существо, которое наполовину состоит из электроники или механизмов?;Киборг
Название американской компании, которая производит сапоги из слоновьей кожи.;Джустин
Первое достоверно известное награждение холодным оружием в Русской армии относится к 27 июня 1720 года. Кому было преподнесено первое именное холодное оружие?;Голицын
Благодаря какому свойству организма, человек защищен от многочисленных болезней?;Иммунитет
Название приправы африканского народа манде, приготовляемое из сушеных цветков или листьев гибискуса?;Дадо
Один из видов летних сельскохозяйственных работ - это внесение удобрений, а как в старину назвали одно из лучших удобрений?;Золото
В 17 веке, во Франции получили распространение веселые застольные песенки, которые назвали песнями Вирской долины. Какой театральный жанр родился буквально из привольных песенок?;Водевиль
Шотландские ученые утверждают: включи в рацион морковь и киви, да побольше , - и на посещении этого заведения сэкономишь.;Солярий
В больших семьях, дети, особенно разнополые, легче находят общий язык. Установлено, что в зрелом возрасте, у выросших в таких семьях, на 2% уменьшается вероятность неприятного и болезненного события. Какого?;Развод
19 октября 1901 года 28-летний бразилец Альберто-Сантос Дюмон за полчаса пролетел на этом от парка Сен-Клод до Эйфелевой башни и обратно. Прославился на весь мир и выиграл приз в 100 тысяч франков.;Дирижабль
Вы, наверное, помните сказку Бажова две ящерки. Герой этой сказки Андрюха попадает к Хозяйке Медной горы в баню. В сказке точно описано, что все в этой бане каменное, кроме...;Веник
Как называют предмет, с которого на Руси ходили по домам дети во время обряда Христа на рождество?;Вертеп
Как называется предсвадебная песня подружек невесты и самой невесты?;Вытье
Назовите самые точные и тихие часы во все мире на сегодняшний день?;Атомные
На этой горе в 20 километрах от Мекки участники хаджа проводят время до заката ,а после стояния побивают камнями шайтана.;Арафат
О наличии какой услуги в древнерусской харчевне можно было узнать, если около нее стоял шест с привязанным к нему пучком соломы?;Ночлег
Какую одежду римляне носили поверх туники?;Тога
Известно, что в 18 веке в Италии образовались республики, назовите самую популярную на то время?;Пьемонтская
Единственная вещь на свете, которой боялся Страшила.;Спичка
Одно из странных вещей, найденных на берегу Тершеллинга. Что осело на берег после сброса за борт судна Mondriaan?;Кроссовки
Какая игра была придумана в 14 веке Европейцами, а именно пастухами скота?;Гольф
Говорят, что сербу надо было сделать что-то в четвертый раз в жизни, чтобы креститься заново и сменить имя.;Жениться
"В каком музее герой басни Крылова ""Любопытный"" не приметил слона?";Кунсткамера
Какой цветок изображен на скипетре египетских фараонов?;Лотос
С помощью чего вскрывали первые жестяные банки с консервами? На банке с телячьим жарким 1824 года была такая надпись: Вскрыть с помощью ***, прорезая верхнюю крышку по периметру.;Зубило
Каким греческим словом называют точку лунной орбиты, наиболее удаленную от Земли?;Апогей
Как раньше в старину называлось печенье, которое на севере Руси готовили именно к Рождеству?;Козульки
Какое русское слово произошло от названия венгерского города, в котором в 15 веке возникло производство карет?;Кучер
Европейское государство, на гербе которого расположена двуглавая птица с короной.;Сербия
Такие согласные звуки есть только в койсанских языках, на которых говорят бушмены и готтентоты, да еще в австралийском языке домин.;Щелкающие
Леонардо да Винчи принадлежит великое множество изобретений, трудно даже перечислить их все. Назовите из инструментов, изобретенных им.;Отвертка
Что брали с собой офицеры времен Павла 1, отправляясь на ежедневный утренний развод или парад?;Кошелек
Как иначе называется естественное вскармливание в мире животных и млекопитающих?;Лактация
10 февраля 1802 года Вильям Тернер стал самым молодым художником, удостоенным этого звания. а вот в рыцари живописца так и не посвятили.;Академик
Имя американской модели, которая снималась для популярной игры Most Wanted?;Джоанна
Впервые красная площадь была упомянута в летописях в 15 веке, тогда она называлась торг. Как она стала называться в 17 веке?;Пожар
Самая опасная змея в мире, которая обитает в основном в широтах Африки?;Мамба
Из этого природного камня банк Латвии изготовил 7000 коллекционных монет в серебряном обрамлении номиналом в 1 лат.;Гранит
Опару для блинов на масленицу стряпухи готовили с особыми обрядами. Считалось будто бы из-за этого, что опару делали вот из этого блины получались более белыми и рыхлыми.;Снег
В 1797 году французы похитили скульптуру льва с колонны на площади Пьяцетто в Венеции. Через некоторое время льва вернули, но глаза из драгоценных камней бесследно исчезли. Как назывался камень, из которого были сделаны глаза этого льва?;Карбункул
В каком городе проживают самые популярные мастера скрипичного дела, которые ценятся во всем мире?;Кремона
Самая дорогая марка наручных часов. Выпускающая не только мужские, но и также женские часы;Егерь
В автомобиле присутствуют такие агрегаты: сцепление, коробка передач ручная или автоматическая, карданный вал. Как по-другому называется это в едином составе?;Трансмиссия
В 19 веке молодая девица должна была заботится о чистоте, белизне и атласности своих рук. Кисти рук обкладывали свежей телятиной и опускали во что?;Рассол
Остров на Филиппинах, на нем живут в основном люди с китайскими кровями и является самым сухим.;Негрос
В Тверской губернии бытовало слово козлянится. Что оно означало?;Плакать
Назовите фамилию рекордсмена который стал единственным на планете человеком который может находится под водой без кислорода более 20 минут.;Ситас
Как называется рыбацкое приспособление для поднятия сетей из воды?;Кошка
Труды Николая Коперника заставили науку отказаться от Птолемеевой концепции мира. А кого английский математик Уильям Клиффорд назвал Коперником геометрии?;Лобачевский
Для кого, в середине 50-х гг. 20 века были придуманы перчатки с пупырышками? Причем пупырышки делали сами из ракеток для настольного тенниса: сдирали кожу с пупырышками и наклеивали на перчатки.;Вратарь
Английским крестьянам изделия из этого металла служили оберегом против злых фей и эльфов: ведь маленький народец боится его как огня.;Жеаезо
Популярная брендовая Китайская фирма выпускающая тонкие наручные часы?;Синоби
Как называется на Руси большой увесистый молот?;Балда
Какой русский князь, в этот день 12 января 1108 году женился на дочери Половецкого хана Аиепы? Брак был политический, мир продлился не долго, уже в 1109 году начались войны с половцами. Фамилия князя знаменита.;Долгорукий
По русскому обычаю важному гостю полагается подносить хлеб-соль. Хлеб означает милость, а вот что символизирует соль?;Любовь
Назовите фамилию ученого, который отнес животных на три разных класса.;Линней
Какая страна в наше время является самым главным поставщиком плавикового шпата?;Мексика
Большой Уругвайский грызун умеющий хорошо плавать, он являются основным деликатесом у Кайманов.;Капибара
"Название этой протестантской секты происходит от латинского слова, переводимого на русский, как ""пришествие"".";Адвентисты
В древнем Египте он представлял бога Тота. Его изображение с поднятыми руками означало мудрость, приветствующую рассвет.;Павиан
Именно этот Французский фотограф открыл «голубую дыру» в Белизе, а также придумал акваланг.;Кусто
В начале 19 века в Среднюю Азию попало это русское изобретение, и чайные стали появляться как грибы после дождя.;Самовар
Кто является изобретателем бутерброда?;Коперник
Существуют временная шкала преобразования нашей планеты. Назовите период входящий в Кайнозойскую эру.;Палеоген
Популярный французский танец, его пик популярности пришелся на 18 век?;Кадриль
Летательный аппарат NASA, который в переводе на русский язык означает как «стремление».;Индевор
Одержав победу древнеримский полководец вступал в город и приносил в жертву быка. Как называлось торжество в Риме, когда в жертву приносилась овца?;Овация
Как называется каша из молотого проса или риса со сладким молоком у жителей Западной Африки?;Деге
Что назвал “горючим воздухом” английский ученый Генри Кавендиш действуя на железо и цинк соляной кислотой?;Водород
Существуют троллейбусы, которые могут ездить автономно на небольшие расстояния, а потом снова подключаются к токоведущим проводам. Как называется устройство для облегчения подключения троллейбуса к проводам после автономной езды.;Ловушка
Что древнекитайский этикет предписывал жевать перед обращением к императору?;Гвоздика
Самый быстрый в мире серийный мотоцикл Хаябуса - тезка этого сокола.;Сапсан
В пьесе Островского Горячее сердце прототипом купца Хлынова послужил московский миллионер купец Хлудов. После его смерти сын Михаил, унаследовавший его характер своего отца, сделал своей жене совершенно не обычный подарок на день рождения, собравший свю купеческую и административную знать Москвы. Что это за подарок?;Крокодил
Как называется знаменитый цикл из десяти новелл Боккаччо?;Декамерон
Какую птицу мусульмане считают святой, потому что она когда-то, по легенде носила Магомеду в клюве воду для мытья. Древние римляне верили, что души умерших покидают тело и превращаются в этих птиц О какой птице идет разговор?;Голубь
Как называется небольшой колодец для подъема питьевой воды с большей глубины?;Скважина
12 января 49 года до н.э Гай Юлии Цезарь собрал солдат 13-го легиона, произнес перед ними речь и совершил знаменитый переход через реку. Что за реку он перешел?;Рубикон
На каком материке нет ни одной реки?;Антарктида
Название вида стихов в древней Греции, состоящие из шести метров. На заре их появления их не записывали, а только произносили для запоминания публике.;Ексаметрон
Млекопитающее Австралии, которое пропустил Кук в 1770 году при ее исследовании. Часто это животное называют “Сумка”.;Коала
Все знают квашеную капусту. Что еще квасили в 18 веке?;Картофеаь
Кто, согласно Владимирской былине, живет в большой сосновой или еловой ветке, подвешенной во дворе?;Домовой
Какой известный вулкан является самой далекой точкой на нашей Земле?;Чимборасо
Место на растении или дереве от которого появляются боковые листья?;Узел
И по сей день эта лиана является одной из самых дорогих пряностей на мировом рынке;Ваниль
Это здание пышно украшалось березой и зеленью на русском селе в Троицу?;Церковь
Что по русскому обычаю брали с собой в новую баню?;Хлеб
Африканское приспособление из ткани для транспортировки детей в возрасте до 2 лет?;Канга
На Руси, особенно священными считались родники, вызванные падением... Чего?;Колокол
Как называлось на Руси в старину покрытие галереи в верхней внутренней части оборонительной стены, где помещались защитники города?;Забрало
Величайший польский пианист, ученик Антона Рубинштейна, Йозеф Казимир Гофман подарил автолюбителям и автомобилестроителям нечто, что вошло в автомобильную жизнь всех стран мира и до сей поры.;Дворники
Назовите реку в Гренландии, которая берет свое начало на одном из ледников.;Киннгуата
Что на Руси служило символом солнца, красных дней, хороших урожаев, ладных браков и здоровых детей?;Баин
Назовите одну из префектур Японии, которая занимает 20 место по стандарту ISO.;Нагано
Маэстро Титаренко отстранил его от полетов, а он при налете немцев без команды взлетел на самолете комэска и сбил мессер.;Кузнечик
Программа игр от одной олимпиады к другой постоянно менялась, причем иногда в перечень дисциплин включались необычные виды состязаний: перетягивание каната, плавание с препятствиями, прыжки с места, а также состязания по толканию ***. И только с 1920 года стали толкать ядро, а до этого толкали это.;Булыжник
В 1901 году в американском городе Буффало был открыт необычный аттракцион Путешествие на Луну. Какое название появилось благодаря успеху этого аттракциона?;Лунапарк
Этот предмет - гвоздь ежегодного показа мод. Лучшие модели конкурируют за право представить Алмазную мечту. Чудо на миллион долларов или Фантазию Арлекина. В 2000 году это стоило 15 миллионов долларов продать пока ни разу не удалось. О чем речь?;Бюстгальтер
Для древних греков и пир был не пир без этих музыкантов и певцов.;Кифареды
Дмитрий Сергеевич Лихачев вспоминал, что кондуктор в Петербургском трамвае время от времени выкрикивал Желтым-... Зеленым- ...станция или Красным-... станция. Что было красным, желтым и зеленым?;Билет
Индейцы смазывают наконечник стрелы сильнодействующим ядом, который поражает человека. Как называется вечнозелёное дерево, из которого получают яд Кураре?;Чилибуха
Что является предшественником утюга?;Сковорода
Каково было первоначальное значение слова раб в русском языке, после чего он назывался подневольный работник? Вообще это - родственное слово ребенок или робкий.;Сирота
Знаменитая марка автомобильного моторного масла которое производят в соединенных штатах Америки?;Мобил
Как звали европейского философа, сестру которого  звали Элизабет, а так же сочинившего песню на стихотворение Великого русского драматурга Александра Сергеевича?;Ницше
Что подарили в Германии Петру 1 в янтарную комнату?;Ларец
Художник Константин Васильев изобразил на стяге князя Игоря Святославовича именно этот родовой знак Рюриковичей.;Трезубец
Самая распространенная небольшая рыбка в озерах Сибири, которую ловят на кукурузу.;Чебак
Кто был первым кинорепортером?;Горький
Какую игру больше всего любил знаменитый ученый Павлов?;Городки
Как называется стекловидный сплав, которым покрывают керамические изделия?;Глазурь
Кто первым ввел термин археология?;Платон
Хромающая приманка для хищных рыб, выполняется для глубоководной ловли, а также на поверхности воды.;Воблер
Что по воспоминанию русского писателя Ивана Шмелева следовало делать с соловьями, чтобы они пели?;Купать
Чемпионом мира по какому виду спорта в 1948 году стал Михаил Ботвинник?;Шахматы
Как называется действие при котором колеса электрички начинают крутиться на месте и не может съехать с места?;Боксование
Как в преферансе называют карты, которые один из игроков получает в добавление к сданным?;Прикуп
Какое слово международная ассоциация лингвистов назвала главным словом чемпионата мира по футболу в ЮАР?;Вувузела
Название этой точки общепита изобрели казаки, стоявшие после победы над Наполеоном в Париже.;Бистро
Пятый административный центр города Казань, он также является химическим центром и на нем расположены практически все главные предприятия.;Московский
Как на Руси называлось мясное блюдо из нарезанной на тонкие ломтики баранины с огурцами, рассолом, уксусом и перцем?;Похмелье
Даль определяет его как большой круглый хлебец или круглый пирог с толокном. Что это, знакомое с детства?;Колобок
Океан, занимающий третье место по глубине, подпитывается он за счет таяния антарктических льдов.;Индийский
Назовите поселок городского типа в Португалии покровительницей которого является Дева Мария?;Коруши
В утвержденных в 1876 году Екатеринбургской городской Думой первых на Урале правилах дорожного движения было сказано: Извозчик должен непременно держаться правой стороны, езда должна быть умеренная и осмотрительная, обогнать проезжающих запрещается. Извозчик должен быть вежливым и ***. Какой же?;Трезвый
6 апреля 2012 года этот город стал столицей самопровозглашенного государства Азавад.;Тимбукту
Назовите, в какой стране используются на вооружении танки «Леопард»?;Австралия
Название животного семейства кошачьих, которое находится в Центральной и Южной Америке.;Ягуарунди
Какая святая у северных славян считалась покровительницей рыбаков и мореходов?;Варвара
Эти обитатели Юго-Восточной Азии пролетают до 140 метров благодаря меховой перепонке между лапами, хвостом и шеей.;Шерстокрыл
Как называется съедобный плод, который на самом деле является ягодой. Он имеет широкое применение в кулинарии, от жарки до изготовления муки и вин. Наиважнейшее пищевое растение в странах, где климат влажный и жаркий.;Банан
Восьмая и девятая модели Жигулей получили это прозвище за форму кузова.;Зубило
Самая распространенная форма наземной жизни в Антарктике. Насчитывается до 300 видов.;Лишайник
Что стал добавлять Харви в кукурузные хлопья, чтобы они понравились практически всем гурманам?;Сахар
Как называется блок микросхем, используемый ранее для хранения информации игровых консолей?;Картридж
С 15 века в Англии земельное наследство стали получать только старшие сыновья. А младшим ничего не оставалось, как заниматься собственным образованием. Как стали называть младших сыновей крупных землевладельцев?;Джентльмен
Какая нечистая сила просыпается 16 апреля, на Никиту угощают эту нечистую силу? Говорят: Вот тебе, дедушка гостинец на новоселье: любви да жалуй нашу семью!;Водяной
Назовите имя предмета, который использовали в военное время немцы для шифрования переданных данных и сообщений.;Энигма
Хлористый барий дает зеленый цвет. Соли лития и стронция красный. Сульфат калия оранжевый, а хлорид меди бирюзовый. Человек какой профессии использует эти знания?;Пиротехник
Какой космический объект ежегодно удаляется от Земли на 3 сантиметра и как предполагают, учёные в будущем он совсем не будет виден с нашей планеты.;Луна
Каким термином называют очень громкое звучание, обозначаемое двумя латинскими буквами Ф?;Фортиссимо
Самый важный историк России и не только, его также вспоминал добрыми и теплыми словами Цицерон.;Геродот
Как в старину, особенно в центральных губерниях России называли игрушку?;Потешка
Какая деталь в автомобиле отвечает за охлаждение двигателя. Благодаря ее открытию охлаждающая жидкость идет по большому кругу через радиатор.;Термостат
Какое животное водится в озере, которое называется Берли-Гриффин?;Утконос
Как называется не стерилизованные рыбные консервы?;Пресервы
Он получил хорошее греческое образование, будучи заложником в Константинополе. Позже его прозвали Ромеоубийца. Как звали его царя?;Калоян
В позапрошлом веке первый в мире появился в Нью-Йорском парке на острове Кони-Айленд на забаву публике. Современный вид приобрел 27 лет спустя.;Эскалатор
Как по-другому называется нашивка на скафандре космонавта, характеризующая полет в космос.;Эмблема
Какой вид корабля были построены в 16 веке. В Россию они попали только в 18 веке и то были взяты в плен.;Полякра
Как называется лента, которая как утверждают многие специалисты может заменить обычный ремень безопасности в машине если он вышел из строя.;Скотч
Спирт получаемый из сахара, используется в микстурах от кашля?;Сорбит
Какой лидер итальянских фашистов возглавил марш на Рим в 1922 году?;Муссолини
Из чего делали окна средневековых Европейских замков?;Бумага
Государство в Южной Америке, в котором имеется знаменитая гора Рорайма?;Гайна
В дни великой Отечественной войны, чтобы уберечь от вражеских бомб и снарядов скульптурные памятники Ленинграда, большинство из них было снято с пьедесталов и зарыто в землю или укрыто мешками с песком и досками, но три памятника в городе были оставлены открытыми. Это памятник Кутузову, памятник Барклаю-де-Толли и памятник...;Суворов
Назовите ученую степень, которая распространена во многих странах мира?;Лицентиат
Как этаж называли на Руси?;Жилье
Где находилось рабочее место кондуктора омнибуса?;Подножка
